pl_rade,pl_bmasse,pl_eqt,pl_orbper,st_teff,st_rad
1.8,232.01474,612.0,16.4735686,5364.0,0.75
2.28,232.01474,795.0,16.473474,5614.0,0.95
2.28,232.01474,795.0,16.47375729,5614.0,0.95
1.63,232.01474,612.0,16.473474,5364.0,0.75
1.8,232.01474,612.0,16.4735686,5364.0,0.75
1.8,232.01474,612.0,16.4735686,5364.0,0.75
2.28,232.01474,795.0,114.33930495,5826.0,1.71
2.05,232.01474,428.0,114.34219,6257.0,1.19
2.28,232.01474,795.0,114.336052,5826.0,1.71
2.09,232.01474,429.0,114.336052,5802.0,1.32
2.22,232.01474,795.0,114.34219,6132.0,1.27
2.653,232.01474,795.0,10.50682565,5802.0,1.67
2.28,232.01474,795.0,114.3371399,5826.0,1.71
2.05,232.01474,428.0,114.34219,6257.0,1.19
2.05,232.01474,428.0,114.34219,6257.0,1.19
1.84,232.01474,813.0,4.921357,5058.0,0.69
1.93,12.1,795.0,4.921,5614.0,0.74
2.28,232.01474,795.0,4.92133512,4992.0,0.8
2.07,232.01474,838.0,4.92135468,5079.0,0.74
2.14,232.01474,868.0,4.9213639,5076.0,0.8
2.28,232.01474,795.0,4.9213639,4992.0,0.8
2.07,232.01474,838.0,4.92135468,5079.0,0.74
2.07,232.01474,838.0,4.92135468,5079.0,0.74
2.028,232.01474,795.0,10.50682565,5108.0,0.76
2.28,232.01474,795.0,4.92135587,4992.0,0.8
2.29,232.01474,795.0,4.92135468,5147.0,0.81
2.12,232.01474,795.0,4.921355,5078.0,0.81
2.28,232.01474,795.0,7.06425202,4992.0,0.8
1.87,11.8,795.0,7.064,5614.0,0.74
2.238,232.01474,795.0,10.50682565,5108.0,0.76
2.0,232.01474,722.0,7.064271,5058.0,0.69
1.96,232.01474,743.0,7.06425644,5079.0,0.74
1.96,232.01474,743.0,7.06425644,5079.0,0.74
2.28,232.01474,795.0,7.06426677,4992.0,0.8
1.96,232.01474,743.0,7.06425644,5079.0,0.74
2.05,232.01474,795.0,7.06424,5078.0,0.81
2.11,232.01474,795.0,7.06425644,5147.0,0.81
2.37,232.01474,769.0,7.06425202,5076.0,0.8
1.45,232.01474,749.0,8.70181574,5295.0,0.8
1.45,232.01474,749.0,8.70181574,5295.0,0.8
1.185,232.01474,795.0,10.50682565,5294.0,0.69
1.37,232.01474,750.0,8.70179611,5295.0,0.8
1.61,232.01474,795.0,8.70181574,5383.0,0.87
1.45,232.01474,749.0,8.70181574,5295.0,0.8
2.28,232.01474,795.0,8.70179611,5106.92,0.73
2.28,232.01474,795.0,8.70181928,5106.92,0.73
2.09,232.01474,433.0,44.9851885,5295.0,0.8
1.98,232.01474,433.0,44.9851882,5295.0,0.8
1.98,232.01474,433.0,44.9851882,5295.0,0.8
2.28,232.01474,795.0,44.98529372,5106.92,0.73
2.206,232.01474,795.0,44.98529816,5295.0,0.8
2.28,232.01474,795.0,44.9851885,5106.92,0.73
1.98,232.01474,433.0,44.9851882,5295.0,0.8
0.66,232.01474,887.0,5.1762429,5511.0,0.72
0.81,232.01474,795.0,5.1762429,5605.0,0.93
0.66,232.01474,887.0,5.1762429,5511.0,0.72
1.31,232.01474,1243.0,5.17624997,5578.0,1.5
2.28,232.01474,795.0,5.17624997,5614.0,0.95
0.66,232.01474,887.0,5.1762429,5511.0,0.72
2.28,232.01474,795.0,5.17614854,5614.0,0.95
0.88,232.01474,1019.0,3.91795101,5543.0,0.81
0.94,232.01474,795.0,10.50682565,5497.0,0.87
0.88,232.01474,1019.0,3.91795101,5543.0,0.81
2.28,232.01474,795.0,3.91794852,5474.0,0.9
0.94,232.01474,1030.0,3.91794676,5500.0,0.87
1.03,232.01474,795.0,3.91795101,5643.0,0.94
2.28,232.01474,795.0,3.91794676,5474.0,0.9
0.88,232.01474,1019.0,3.91795101,5543.0,0.81
2.34,232.01474,1927.0,1.5184299,6302.0,1.27
2.28,232.01474,795.0,1.51852186,6014.0,1.92
2.903,232.01474,795.0,10.50682565,6037.0,1.99
2.08,232.01474,795.0,1.5184299,6005.0,1.12
2.34,232.01474,1927.0,1.5184299,6302.0,1.27
1.85,232.01474,1926.0,1.5184181,6302.0,1.27
2.28,232.01474,795.0,1.51856913,6014.0,1.92
2.28,232.01474,795.0,1.5184181,6014.0,1.92
2.34,232.01474,1927.0,1.5184299,6302.0,1.27
1.56,232.01474,981.0,3.9466141,5376.0,0.81
2.28,232.01474,795.0,3.94660745,5107.0,0.94
1.56,232.01474,981.0,3.9466141,5376.0,0.81
1.4,232.01474,981.0,3.94660745,5376.0,0.81
1.56,232.01474,981.0,3.9466141,5376.0,0.81
2.28,232.01474,795.0,3.94665133,5107.0,0.94
1.49,232.01474,795.0,3.9466141,5121.0,0.76
1.574,232.01474,795.0,10.50682565,5381.0,0.9
2.28,232.01474,795.0,47.3128645,5670.0,1.62
2.06,232.01474,795.0,47.3126192,5865.0,1.05
3.111,232.01474,795.0,10.50682565,5750.0,1.57
3.71,232.01474,658.0,47.3128645,5749.0,1.88
1.94,232.01474,523.0,47.3126192,6035.0,1.0
2.28,232.01474,795.0,47.31239762,5670.0,1.62
1.94,232.01474,523.0,47.3126192,6035.0,1.0
1.94,232.01474,523.0,47.3126192,6035.0,1.0
0.88,232.01474,1138.0,6.76284377,6528.0,1.16
2.28,232.01474,795.0,6.76289308,6202.69,1.8
2.28,232.01474,795.0,6.76260204,6202.69,1.8
1.21,232.01474,1337.0,6.76289308,6547.0,1.63
0.88,232.01474,1138.0,6.76284377,6528.0,1.16
1.02,232.01474,795.0,6.76284377,6266.0,1.34
1.337,232.01474,795.0,10.50682565,6153.0,1.81
0.88,232.01474,1138.0,6.76284377,6528.0,1.16
1.244,232.01474,795.0,10.50682565,5903.0,1.39
1.52,232.01474,736.0,27.4784659,5432.0,1.71
1.08,232.01474,689.0,27.4785572,6300.0,1.13
1.2,232.01474,795.0,27.4785572,6167.0,1.22
1.08,232.01474,689.0,27.4785572,6300.0,1.13
1.08,232.01474,689.0,27.4785572,6300.0,1.13
2.28,232.01474,795.0,27.4784659,5988.14,1.38
2.28,232.01474,795.0,27.48042152,5988.14,1.38
1.26,232.01474,795.0,6.10826019,6620.0,1.65
1.06,232.01474,1267.0,6.1082945,6720.0,1.29
1.07,232.01474,1311.0,6.10826019,6725.0,1.39
2.28,232.01474,795.0,6.1082945,6391.96,1.8
1.07,232.01474,1311.0,6.10826019,6725.0,1.39
1.07,232.01474,1311.0,6.10826019,6725.0,1.39
1.409,232.01474,795.0,10.50682565,6430.0,1.71
2.28,232.01474,795.0,6.10826692,6391.96,1.8
0.76,232.01474,679.0,23.6225913,6137.0,1.0
0.76,232.01474,679.0,23.6225913,6137.0,1.0
1.07,232.01474,797.0,23.6223571,6144.0,1.39
2.28,232.01474,795.0,23.6223571,5724.26,1.48
1.115,232.01474,795.0,10.50682565,5650.0,1.46
0.76,232.01474,679.0,23.6225913,6137.0,1.0
2.28,232.01474,795.0,23.62209527,5724.26,1.48
0.76,232.01474,795.0,23.6225913,5852.0,1.0
1.34,232.01474,962.0,6.919723,5838.0,0.98
1.28,232.01474,961.0,6.91986734,5815.0,0.95
1.28,232.01474,961.0,6.91986734,5815.0,0.95
1.26,232.01474,795.0,6.919798,5816.0,0.96
1.56,232.01474,795.0,6.91986734,6089.0,1.2
2.28,232.01474,795.0,6.9198357,5743.0,1.21
1.28,232.01474,961.0,6.91986734,5815.0,0.95
2.28,232.01474,795.0,6.91986988,5743.0,1.21
1.39,232.01474,961.0,6.91986988,5815.0,0.95
1.682,232.01474,795.0,10.50682565,5870.0,1.15
2.28,232.01474,795.0,19.44639139,5743.0,1.21
3.03,232.01474,795.0,19.446355,5816.0,0.96
3.3,232.01474,682.0,19.446313,5838.0,0.98
4.19,232.01474,795.0,19.44638698,6089.0,1.2
3.912,232.01474,795.0,10.50682565,5870.0,1.15
2.28,232.01474,795.0,19.44638028,5743.0,1.21
2.28,232.01474,795.0,19.4464086,5743.0,1.21
3.28,232.01474,681.0,19.44638698,5815.0,0.95
3.28,232.01474,681.0,19.44638698,5815.0,0.95
3.28,232.01474,681.0,19.44638698,5815.0,0.95
3.24,232.01474,681.0,19.44639139,5815.0,0.95
2.28,232.01474,795.0,101.952048,5614.0,0.95
1.61,232.01474,795.0,101.951829,6157.0,1.23
2.28,232.01474,795.0,101.95202324,5614.0,0.95
2.28,232.01474,795.0,101.94973747,5614.0,0.95
1.36,232.01474,428.0,101.951829,6210.0,1.05
1.36,232.01474,428.0,101.951829,6210.0,1.05
1.31,232.01474,428.0,101.952048,6210.0,1.05
1.36,232.01474,428.0,101.951829,6210.0,1.05
2.22,232.01474,469.0,92.263742,6084.0,1.28
2.28,232.01474,795.0,92.263742,6355.0,1.43
2.16,232.01474,795.0,92.263714,6158.0,1.24
2.456,232.01474,795.0,10.50682565,6087.0,1.42
1.96,232.01474,457.0,92.263714,6343.0,1.14
2.28,232.01474,795.0,92.26195246,6355.0,1.43
1.96,232.01474,457.0,92.263714,6343.0,1.14
2.28,232.01474,795.0,92.26724194,6355.0,1.43
1.96,232.01474,457.0,92.263714,6343.0,1.14
1.15,232.01474,980.0,10.8118737,6461.0,1.19
1.381,232.01474,795.0,10.50682565,6188.0,1.33
1.24,232.01474,922.0,10.8118317,6025.0,1.2
2.28,232.01474,795.0,10.8118317,6309.49,1.29
1.15,232.01474,980.0,10.8118737,6461.0,1.19
1.15,232.01474,980.0,10.8118737,6461.0,1.19
1.47,232.01474,795.0,10.8118737,6436.0,1.5
2.28,232.01474,795.0,10.81185858,6309.49,1.29
1.31,232.01474,795.0,4.36128348,5772.0,1.0
1.219,232.01474,795.0,10.50682565,5518.0,0.89
1.2,232.01474,1000.0,4.36125889,5520.0,0.87
2.28,232.01474,795.0,4.36125889,5578.0,0.88
2.28,232.01474,795.0,4.36130068,5578.0,0.88
1.3,232.01474,1090.0,4.36128348,5817.0,0.96
1.3,232.01474,1090.0,4.36128348,5817.0,0.96
1.3,232.01474,1090.0,4.36128348,5817.0,0.96
6.528,232.01474,795.0,10.50682565,3560.0,0.57
2.27,232.01474,399.0,3.29030452,3212.0,0.19
7.53,232.01474,629.0,3.29031359,3579.0,0.57
2.27,232.01474,399.0,3.29030452,3212.0,0.19
2.28,232.01474,795.0,3.2903041,3579.0,0.57
4.91,232.01474,540.0,3.2903041,3386.0,0.43
2.28,232.01474,795.0,3.29030844,3579.0,0.57
2.28,232.01474,795.0,3.29031389,3579.0,0.57
5.7,232.01474,795.0,3.29030452,3636.0,0.47
2.28,232.01474,795.0,287.377314,5413.0,1.88
5.4,232.01474,253.0,287.378949,5645.0,0.84
6.06,232.01474,795.0,287.378949,5677.0,0.94
5.4,232.01474,253.0,287.378949,5645.0,0.84
11.67,232.01474,350.0,287.377314,5548.0,1.79
2.28,232.01474,795.0,287.377353,5413.0,1.88
11.831,232.01474,795.0,10.50682565,5586.0,1.82
1.24,232.01474,1352.0,4.13960513,6535.0,1.18
2.02,232.01474,795.0,4.13962966,6826.0,1.85
1.599,232.01474,795.0,10.50682565,6553.0,1.52
1.23,232.01474,1339.0,4.13962966,6517.0,1.16
1.23,232.01474,1339.0,4.13962966,6517.0,1.16
2.28,232.01474,795.0,4.13960513,6697.0,1.5
2.28,232.01474,795.0,4.13952681,6697.0,1.5
3.15,232.01474,794.0,7.20283653,5388.0,0.72
3.15,232.01474,794.0,7.20283653,5388.0,0.72
3.76,232.01474,795.0,10.50682565,5395.0,0.88
3.69,232.01474,795.0,7.20283653,5445.0,0.84
2.28,232.01474,795.0,7.20281185,5580.71,0.75
3.06,232.01474,794.0,7.20281185,5388.0,0.72
2.28,232.01474,795.0,7.20280608,5580.71,0.75
7.24,232.01474,241.0,76.378033,3877.0,0.59
6.28,232.01474,240.0,76.377855,3869.0,0.58
2.28,232.01474,795.0,76.3775,5614.0,0.95
7.24,232.01474,241.0,76.378033,3877.0,0.59
2.28,232.01474,795.0,76.377855,5614.0,0.95
6.43,232.01474,795.0,76.378033,3724.0,0.52
0.669,232.01474,795.0,10.50682565,5708.0,0.88
0.68,232.01474,1081.0,3.87594316,5713.0,0.89
0.77,232.01474,795.0,3.87595807,5776.0,1.01
0.76,232.01474,1157.0,3.87595807,5880.0,0.99
2.28,232.01474,795.0,3.87594316,5699.0,0.88
2.28,232.01474,795.0,3.87594219,5699.0,0.88
2.28,232.01474,795.0,7.81100952,5410.9,0.97
1.04,232.01474,847.0,7.81101,5736.0,0.85
1.05,232.01474,870.0,7.81104673,5772.0,0.9
1.156,232.01474,795.0,10.50682565,5390.0,0.91
1.05,232.01474,870.0,7.81104673,5772.0,0.9
1.05,232.01474,795.0,7.810937,5776.0,0.92
1.15,232.01474,795.0,7.81104673,5705.0,0.96
1.36,232.01474,906.0,7.81100952,5395.0,1.07
2.28,232.01474,795.0,7.81104769,5410.9,0.97
1.05,232.01474,870.0,7.81104673,5772.0,0.9
2.28,232.01474,795.0,21.34736612,5410.9,0.97
2.23,232.01474,623.0,21.3473612,5772.0,0.9
2.28,232.01474,795.0,21.34739582,5410.9,0.97
2.28,232.01474,795.0,21.34735877,5410.9,0.97
2.23,232.01474,623.0,21.3473612,5772.0,0.9
3.2,232.01474,648.0,21.34736612,5395.0,1.07
2.23,232.01474,623.0,21.3473612,5772.0,0.9
2.725,232.01474,795.0,10.50682565,5390.0,0.91
2.26,232.01474,795.0,21.347262,5776.0,0.92
2.3,232.01474,605.0,21.34735,5736.0,0.85
2.4,232.01474,795.0,21.3473612,5705.0,0.96
2.62,232.01474,182.0,509.997402,5037.0,0.76
2.19,232.01474,795.0,509.997402,4736.0,0.63
2.28,232.01474,795.0,509.997402,4689.0,0.72
2.62,232.01474,182.0,509.997402,5037.0,0.76
1.39,232.01474,1122.0,4.09513932,5858.0,0.96
1.39,232.01474,1122.0,4.09513932,5858.0,0.96
2.28,232.01474,795.0,4.09513876,5552.0,1.09
1.35,232.01474,795.0,4.09513932,5679.0,0.95
1.897,232.01474,795.0,10.50682565,5870.0,1.05
1.75,232.01474,1122.0,4.09513876,5858.0,0.96
1.66,232.01474,232.0,448.303558,6070.0,0.81
1.66,232.01474,232.0,448.303558,6070.0,0.81
2.47,232.01474,795.0,448.303558,6137.0,1.19
2.41,232.01474,369.0,224.150923,6072.0,1.29
2.28,232.01474,795.0,224.150923,5979.67,1.49
2.829,232.01474,795.0,10.50682565,6071.0,1.51
1.06,232.01474,336.0,186.404271,6351.0,0.92
6.71,232.01474,925.0,62.134919,5889.0,4.91
2.28,232.01474,795.0,62.134919,6168.72,1.84
2.28,232.01474,795.0,186.40772738,6168.72,1.84
1.06,232.01474,336.0,186.404271,6351.0,0.92
1.58,232.01474,795.0,186.404271,6256.0,1.32
2.621,232.01474,795.0,10.50682565,5875.0,1.92
2.28,232.01474,795.0,186.40424173,6168.72,1.84
4.27,232.01474,282.0,374.878133,5636.0,1.35
3.19,232.01474,795.0,374.876239,5474.0,0.89
2.28,232.01474,795.0,374.878133,5269.14,0.88
4.92,232.01474,282.0,374.876239,5636.0,1.35
2.568,232.01474,795.0,10.50682565,5637.0,0.81
4.92,232.01474,282.0,374.876239,5636.0,1.35
2.28,232.01474,795.0,469.61309,5209.0,0.89
3.28,232.01474,202.0,469.63111,5484.0,0.78
3.64,232.01474,795.0,469.63111,5347.0,0.85
3.662,232.01474,795.0,10.50682565,5240.0,0.86
3.28,232.01474,202.0,469.63111,5484.0,0.78
3.24,232.01474,200.0,469.61309,5474.0,0.76
2.28,232.01474,795.0,425.483539,5619.51,1.39
4.065,232.01474,795.0,10.50682565,5726.0,1.3
3.22,232.01474,248.0,425.47785,5977.0,1.02
3.23,232.01474,795.0,425.47785,5797.0,1.02
3.22,232.01474,248.0,425.47785,5977.0,1.02
3.2,232.01474,248.0,425.483539,5977.0,1.02
2.28,232.01474,795.0,6.10972093,5614.0,0.95
2.28,232.01474,795.0,6.10968225,5614.0,0.95
0.89,232.01474,795.0,6.10960324,5789.0,1.02
0.84,232.01474,1093.0,6.10960324,6024.0,1.01
0.79,232.01474,1093.0,6.10968225,6024.0,1.01
0.84,232.01474,1093.0,6.10960324,6024.0,1.01
1.7,232.01474,281.0,259.33683,5906.0,0.85
2.28,232.01474,795.0,259.34304,5745.0,1.62
6.04,232.01474,449.0,259.34304,5490.0,3.2
1.7,232.01474,281.0,259.33683,5906.0,0.85
3.226,232.01474,795.0,10.50682565,5488.0,1.71
1.6,232.01474,304.0,259.365,5906.0,0.83
2.28,232.01474,795.0,259.30283453,5745.0,1.62
2.28,232.01474,795.0,259.34205798,5745.0,1.62
1.87,232.01474,795.0,259.33683,5710.0,0.95
2.5,232.01474,1003.0,9.878482,6495.0,1.15
2.5,232.01474,1003.0,9.878482,6495.0,1.15
2.28,232.01474,795.0,9.87892482,6175.0,1.03
2.333,232.01474,795.0,10.50682565,6480.0,1.01
2.58,232.01474,795.0,9.878482,6150.0,1.18
2.28,232.01474,795.0,9.8788502,6175.0,1.03
2.64,232.01474,1003.0,9.8788502,6477.0,1.15
2.28,232.01474,795.0,9.87895944,6175.0,1.03
1.48,232.01474,795.0,5.03506543,6048.0,1.13
2.28,232.01474,795.0,5.03504052,6095.0,1.02
1.41,232.01474,795.0,5.03503,5888.0,1.15
1.63,232.01474,1141.0,5.03505665,5888.0,1.1
1.45,232.01474,1231.0,5.03506543,6353.0,1.14
1.545,232.01474,795.0,10.50682565,5923.0,1.04
1.45,232.01474,1231.0,5.03506543,6353.0,1.14
1.45,232.01474,1231.0,5.03506543,6353.0,1.14
1.48,232.01474,1199.0,5.035023,6361.0,1.1
2.28,232.01474,795.0,5.03505665,6095.0,1.02
2.5,232.01474,924.0,10.945729,6361.0,1.1
2.73,232.01474,795.0,10.945723,5888.0,1.15
2.84,232.01474,881.0,10.94577783,5888.0,1.1
2.69,232.01474,950.0,10.94577222,6353.0,1.14
2.69,232.01474,950.0,10.94577222,6353.0,1.14
2.69,232.01474,795.0,10.50682565,5923.0,1.04
2.28,232.01474,795.0,10.94577783,6095.0,1.02
2.69,232.01474,950.0,10.94577222,6353.0,1.14
2.72,232.01474,795.0,10.94577222,6048.0,1.13
2.28,232.01474,795.0,10.94577401,6095.0,1.02
2.28,232.01474,795.0,10.94575474,6095.0,1.02
2.28,232.01474,795.0,28.9869016,6095.0,1.02
2.5,232.01474,667.0,28.98687,6361.0,1.1
2.46,232.01474,687.0,28.9868326,6353.0,1.14
2.47,232.01474,795.0,28.9868326,6048.0,1.13
2.7,232.01474,637.0,28.9869016,5888.0,1.1
2.45,232.01474,795.0,28.986769,5888.0,1.15
2.564,232.01474,795.0,10.50682565,5923.0,1.04
2.46,232.01474,687.0,28.9868326,6353.0,1.14
2.28,232.01474,795.0,28.98671115,6095.0,1.02
2.28,232.01474,795.0,28.98679128,6095.0,1.02
2.46,232.01474,687.0,28.9868326,6353.0,1.14
3.79,232.01474,462.0,94.885768,6353.0,1.14
4.24,232.01474,429.0,94.886902,5888.0,1.1
2.28,232.01474,795.0,94.886902,6095.0,1.02
3.79,232.01474,462.0,94.885768,6353.0,1.14
3.1,232.01474,450.0,94.878,6361.0,1.1
2.28,232.01474,795.0,94.90049708,6095.0,1.02
3.79,232.01474,462.0,94.885768,6353.0,1.14
4.002,232.01474,795.0,94.8864975,5888.0,1.1
2.28,232.01474,795.0,7.58457101,5614.0,0.95
2.28,232.01474,795.0,7.5844241,5614.0,0.95
5.49,232.01474,1222.0,7.5844126,6266.0,1.63
4.82,232.01474,795.0,7.5844126,6324.0,1.43
5.49,232.01474,1222.0,7.5844126,6266.0,1.63
5.83,232.01474,1228.0,7.5844241,6264.0,1.65
2.28,232.01474,795.0,19.6716724,6057.0,1.06
2.912,232.01474,795.0,10.50682565,6484.0,1.06
3.11,232.01474,795.0,19.672266,6152.0,1.19
3.92,232.01474,908.0,19.672266,6486.0,1.49
4.07,232.01474,908.0,19.672324,6486.0,1.49
3.92,232.01474,908.0,19.672266,6486.0,1.49
2.28,232.01474,795.0,19.672324,6057.0,1.06
3.78,232.01474,767.0,32.657212,6486.0,1.49
3.78,232.01474,767.0,32.657212,6486.0,1.49
2.673,232.01474,795.0,10.50682565,6484.0,1.06
2.28,232.01474,795.0,32.65428815,6057.0,1.06
3.73,232.01474,767.0,32.657035,6486.0,1.49
2.28,232.01474,795.0,32.657035,6057.0,1.06
2.95,232.01474,795.0,32.657212,6152.0,1.19
5.83,232.01474,895.0,12.2057513,5254.0,1.51
2.77,232.01474,795.0,10.50682565,5255.0,0.78
3.2,232.01474,795.0,12.2057513,5355.0,0.84
5.83,232.01474,895.0,12.2057513,5254.0,1.51
2.28,232.01474,795.0,12.2064304,5095.0,0.81
2.28,232.01474,795.0,12.20598063,5095.0,0.81
5.41,232.01474,895.0,12.2064304,5254.0,1.51
2.464,232.01474,795.0,10.50682565,5255.0,0.78
2.28,232.01474,795.0,6.6513189,5095.0,0.81
2.28,232.01474,795.0,6.65104254,5095.0,0.81
4.81,232.01474,1095.0,6.6513189,5254.0,1.51
4.87,232.01474,1095.0,6.6513802,5254.0,1.51
2.66,232.01474,795.0,6.6513802,5355.0,0.84
4.87,232.01474,1095.0,6.6513802,5254.0,1.51
2.32,232.01474,795.0,5.342657,4916.0,0.85
2.3,232.01474,795.0,5.34264507,5508.0,0.88
2.058,232.01474,795.0,10.50682565,5098.0,0.8
2.28,232.01474,795.0,5.34264143,4845.0,0.82
1.72,232.01474,796.0,5.34264507,5094.0,0.67
1.72,232.01474,796.0,5.34264507,5094.0,0.67
1.72,232.01474,799.0,5.34264143,5101.0,0.67
2.28,232.01474,795.0,5.34260504,4845.0,0.82
2.28,232.01474,795.0,21.0907909,5706.14,0.95
1.88,232.01474,606.0,21.0907909,5723.0,0.82
1.8,232.01474,607.0,21.0907758,5722.0,0.82
1.88,232.01474,795.0,21.0907758,5499.0,0.86
1.8,232.01474,607.0,21.0907758,5722.0,0.82
1.78,232.01474,795.0,16.1779561,5812.0,1.02
1.89,232.01474,754.0,16.1779561,5929.0,1.07
1.89,232.01474,754.0,16.1779561,5929.0,1.07
2.25,232.01474,754.0,16.17803,5929.0,1.07
3.026,232.01474,795.0,10.50682565,5926.0,1.44
2.28,232.01474,795.0,16.17823176,5680.0,1.52
2.28,232.01474,795.0,16.17803,5680.0,1.52
0.97,232.01474,368.0,4.48558383,3227.0,0.2
1.23,232.01474,795.0,4.48558383,3299.0,0.26
0.95,232.01474,365.0,4.48559215,3236.0,0.19
2.28,232.01474,795.0,4.48556296,3391.0,0.37
1.836,232.01474,795.0,10.50682565,3227.0,0.37
2.28,232.01474,795.0,4.48559215,3391.0,0.37
11.874,483.0,795.0,1107.5923,6210.0,1.79
0.49,232.01474,211.0,8.68910764,2703.0,0.12
2.28,232.01474,795.0,8.68910764,3269.0,0.23
0.57,232.01474,211.0,8.68907042,2703.0,0.12
1.08,232.01474,795.0,8.68909,3240.0,0.25
0.57,232.01474,211.0,8.68907042,2703.0,0.12
4.6,232.01474,517.0,8.689102,3888.0,0.61
0.57,232.01474,211.0,8.68907042,2703.0,0.12
1.017,232.01474,307.0,8.689099,3240.0,0.23
1.06,232.01474,234.0,19.53527,3240.0,0.23
2.28,232.01474,795.0,19.5352551,3269.0,0.23
0.53,232.01474,161.0,19.5352551,2703.0,0.12
2.28,232.01474,795.0,8.18086126,5155.0,0.73
2.46,232.01474,746.0,8.18086953,5208.0,0.76
2.28,232.01474,795.0,8.18087248,5155.0,0.73
2.042,232.01474,795.0,10.50682565,5100.0,0.75
2.32,232.01474,795.0,8.180848,5211.0,0.77
2.46,232.01474,746.0,8.18086953,5208.0,0.76
2.25,232.01474,759.0,8.180896,5236.0,0.79
2.46,232.01474,746.0,8.18086953,5208.0,0.76
2.5,232.01474,795.0,8.18086953,5108.0,0.76
2.28,232.01474,795.0,8.1808949,5155.0,0.73
2.1,232.01474,716.0,8.1808949,5081.0,0.77
2.28,232.01474,795.0,15.31289808,5155.0,0.73
2.23,232.01474,795.0,15.31299,5211.0,0.77
2.25,232.01474,795.0,15.31297659,5108.0,0.76
2.28,232.01474,795.0,15.312909,5155.0,0.73
2.24,232.01474,605.0,15.31297659,5208.0,0.76
2.28,232.01474,795.0,15.31296388,5155.0,0.73
2.24,232.01474,605.0,15.31297659,5208.0,0.76
2.277,232.01474,795.0,10.50682565,5100.0,0.75
2.24,232.01474,605.0,15.31297659,5208.0,0.76
2.34,232.01474,581.0,15.31296388,5081.0,0.77
2.49,232.01474,613.0,15.31307,5236.0,0.79
1.0,232.01474,602.0,1.53818095,3364.0,0.27
2.28,232.01474,795.0,1.53817991,3419.0,0.37
0.75,232.01474,582.0,1.53818153,3304.0,0.26
0.75,232.01474,582.0,1.53818153,3304.0,0.26
1.34,232.01474,795.0,10.50682565,3356.0,0.37
0.75,232.01474,582.0,1.53818153,3304.0,0.26
1.54,232.01474,774.0,1.5381625,3673.0,0.48
2.28,232.01474,795.0,1.53818095,3419.0,0.37
0.96,232.01474,795.0,1.53818001,3410.0,0.33
1.84,232.01474,795.0,9.87863917,3713.0,0.5
2.108,232.01474,412.0,9.8786838,3759.27,0.46
2.28,232.01474,795.0,9.8786461,3759.27,0.46
1.76,232.01474,353.0,9.8851553,3545.0,0.32
1.76,232.01474,353.0,9.8851553,3545.0,0.32
1.15,232.01474,320.0,9.8847,3240.0,0.27
1.6,232.01474,393.0,9.8786461,3609.0,0.42
1.76,232.01474,353.0,9.8851553,3545.0,0.32
1.12,232.01474,229.0,38.0972378,3482.0,0.35
1.6,232.01474,268.0,38.09722,3638.0,0.38
1.39,232.01474,288.0,38.09824,3885.0,0.5
2.28,232.01474,795.0,38.09665972,5614.0,0.95
1.12,232.01474,229.0,38.0972378,3482.0,0.35
1.12,232.01474,229.0,38.0972378,3482.0,0.35
1.58,232.01474,242.0,38.0970717,3554.0,0.4
2.28,232.01474,795.0,38.0970717,5614.0,0.95
2.28,232.01474,795.0,140.251943,5614.0,0.95
2.28,232.01474,795.0,140.2504841,5614.0,0.95
1.84,232.01474,271.0,140.251943,4821.0,0.79
1.73,232.01474,257.0,140.252515,4771.0,0.7
2.17,232.01474,284.0,140.2524,4807.0,0.69
1.73,232.01474,257.0,140.252515,4771.0,0.7
2.478,232.01474,795.0,10.50682565,4807.0,1.06
1.73,232.01474,257.0,140.252515,4771.0,0.7
9.18,158.915,206.0,1047.8356,5597.0,1.18
2.25,232.01474,863.0,11.87290814,6147.0,1.04
2.28,232.01474,795.0,11.87290396,6043.43,1.08
2.213,5.4,938.0,11.8728787,6148.0,1.03
1.94,232.01474,861.0,11.87290083,6134.0,1.04
2.53,232.01474,899.0,11.872914,5975.0,1.17
2.28,232.01474,795.0,11.87290814,6043.43,1.08
2.292,232.01474,795.0,10.50682565,6002.0,1.06
1.94,232.01474,861.0,11.87290083,6134.0,1.04
1.94,232.01474,861.0,11.87290083,6134.0,1.04
2.213,5.0,795.0,11.8728787,6148.0,1.03
2.28,232.01474,795.0,31.57865122,5696.0,1.05
2.28,47.8,795.0,31.562,5614.0,1.1
4.52,232.01474,570.0,31.57865122,5733.0,0.99
4.47,232.01474,563.0,31.57865934,5750.0,0.98
4.47,232.01474,563.0,31.57865934,5750.0,0.98
2.28,232.01474,795.0,31.57865226,5696.0,1.05
5.02,48.6,651.0,31.578659,5731.0,1.1
4.47,232.01474,563.0,31.57865934,5750.0,0.98
4.874,232.01474,581.0,31.57868471,5696.0,1.05
4.98,232.01474,581.0,31.57868,5569.0,1.09
2.28,126.4,795.0,1919.0,5614.0,1.1
16.809,232.01474,2307.0,3.84938456,5843.47,3.91
13.1,232.01474,2035.0,3.8493715,6244.0,2.99
12.94,232.01474,2034.0,3.84937174,6244.0,2.99
11.994,1868.8404,795.0,3.84937278,6216.0,2.89
2.28,232.01474,795.0,3.84937174,5843.47,3.91
13.1,232.01474,2035.0,3.8493715,6244.0,2.99
