pl_rade,pl_bmasse,pl_eqt,pl_orbper,st_teff,st_rad
2.142,232.01474,795.0,10.50682565,6245.0,1.06
2.28,232.01474,795.0,58.601926,5871.16,1.08
2.07,232.01474,795.0,58.6017925,5862.0,1.0
2.28,232.01474,795.0,58.60136304,5871.16,1.08
2.06,232.01474,508.0,58.601926,6250.0,1.02
1.95,232.01474,795.0,25.0824626,6166.0,1.2
2.03,232.01474,776.0,25.0824626,6429.0,1.26
2.28,232.01474,795.0,25.08227667,6343.61,1.41
2.28,232.01474,795.0,25.0823402,6343.61,1.41
2.26,232.01474,776.0,25.0823402,6429.0,1.26
2.1,232.01474,795.0,25.08272,6456.0,1.39
2.03,232.01474,776.0,25.0824626,6429.0,1.26
2.03,232.01474,776.0,25.0824626,6429.0,1.26
2.28,232.01474,795.0,25.08282784,6343.61,1.41
1.96,232.01474,795.0,89.722292,6166.0,1.2
2.28,232.01474,795.0,89.72188091,6343.61,1.41
2.08,232.01474,508.0,89.722292,6429.0,1.26
2.08,232.01474,508.0,89.722292,6429.0,1.26
2.28,232.01474,795.0,89.7224125,6343.61,1.41
2.21,232.01474,508.0,89.7224125,6429.0,1.26
2.28,232.01474,795.0,89.72144532,6343.61,1.41
2.08,232.01474,508.0,89.722292,6429.0,1.26
2.28,232.01474,795.0,78.09987954,5675.41,1.27
2.28,232.01474,795.0,78.0998908,5675.41,1.27
2.65,232.01474,447.0,78.1000231,6153.0,0.99
3.37,232.01474,480.0,78.0998908,5779.0,1.28
2.8,232.01474,446.0,78.0971,6158.0,0.99
3.059,232.01474,795.0,10.50682565,5779.0,1.17
3.18,232.01474,795.0,78.1000231,6112.0,1.21
2.65,232.01474,447.0,78.1000231,6153.0,0.99
2.28,232.01474,795.0,78.09953284,5675.41,1.27
2.65,232.01474,447.0,78.1000231,6153.0,0.99
1.22,232.01474,1108.0,4.27103727,5984.0,0.91
1.29,232.01474,1115.0,4.271024,5983.0,0.93
1.24,232.01474,1108.0,4.27103091,5984.0,0.91
1.24,232.01474,1108.0,4.27103091,5984.0,0.91
2.28,232.01474,795.0,4.27102802,5606.38,0.95
1.24,232.01474,1108.0,4.27103091,5984.0,0.91
1.21,232.01474,795.0,4.27103091,5658.0,0.92
2.28,232.01474,795.0,4.27103727,5606.38,0.95
2.28,232.01474,795.0,2.89221413,4471.04,0.63
1.17,232.01474,771.0,2.89221751,4156.0,0.59
1.17,232.01474,779.0,2.892219,4286.0,0.56
2.28,232.01474,795.0,2.89221677,4471.04,0.63
1.17,232.01474,771.0,2.89221751,4156.0,0.59
1.24,232.01474,795.0,2.89221751,4306.0,0.63
1.17,232.01474,771.0,2.89221751,4156.0,0.59
1.31,232.01474,794.0,2.89221677,4229.0,0.61
1.515,232.01474,795.0,10.50682565,4230.0,0.71
3.12,232.01474,267.0,187.747029,5303.0,0.75
2.95,232.01474,267.0,187.746606,5303.0,0.75
3.12,232.01474,267.0,187.747029,5303.0,0.75
3.26,232.01474,795.0,187.747029,5211.0,0.79
2.28,232.01474,795.0,187.74568836,5216.0,0.77
3.6,232.01474,277.0,187.7465,5323.0,0.83
3.064,232.01474,795.0,10.50682565,5307.0,0.78
2.28,232.01474,795.0,187.74722092,5216.0,0.77
2.28,232.01474,795.0,187.746606,5216.0,0.77
3.12,232.01474,267.0,187.747029,5303.0,0.75
1.13,232.01474,1280.0,2.54307286,5753.0,0.88
1.26,232.01474,1319.0,2.54306376,5579.0,1.03
1.13,232.01474,1280.0,2.54307286,5753.0,0.88
1.477,232.01474,795.0,10.50682565,5580.0,1.21
1.13,232.01474,1280.0,2.54307286,5753.0,0.88
1.3,232.01474,795.0,2.54307286,5794.0,0.99
2.28,232.01474,795.0,2.54309766,5839.0,1.17
1.24,232.01474,1288.0,2.543066,5782.0,0.92
2.28,232.01474,795.0,2.54306376,5839.0,1.17
3.11,232.01474,1557.0,2.16845259,6153.0,1.11
2.28,232.01474,795.0,2.16844823,5724.0,0.89
3.11,232.01474,1557.0,2.16845259,6153.0,1.11
1.791,232.01474,795.0,10.50682565,6149.0,0.82
2.83,232.01474,795.0,2.16845259,5837.0,1.0
3.0,232.01474,1550.0,2.168446,6102.0,1.09
3.11,232.01474,1557.0,2.16845259,6153.0,1.11
2.41,232.01474,1558.0,2.16845106,6153.0,1.11
2.28,232.01474,795.0,2.16845106,5724.0,0.89
2.28,232.01474,795.0,2.16844614,5724.0,0.89
1.85,232.01474,795.0,10.30400497,5745.0,1.07
1.85,232.01474,849.0,10.30400497,5657.0,1.05
1.85,232.01474,849.0,10.30400497,5657.0,1.05
2.28,2.18,795.0,10.30448,5820.0,1.13
1.85,232.01474,849.0,10.30400497,5657.0,1.05
1.71,4.3,795.0,10.304,5614.0,1.05
1.8,1.9,795.0,10.3039,5663.0,1.06
1.97,4.3,795.0,10.30375,5680.0,1.1
1.72,232.01474,851.0,10.303995,5685.0,1.06
2.28,232.01474,795.0,10.30401132,5820.0,1.13
2.28,232.01474,795.0,10.30402569,5820.0,1.13
1.84,232.01474,849.0,10.30401132,5657.0,1.05
2.28,232.01474,795.0,10.30408057,5820.0,1.13
1.928,232.01474,795.0,10.50682565,5763.0,1.1
3.15,13.5,795.0,13.02502,5680.0,1.1
2.28,232.01474,795.0,13.02493307,5820.0,1.13
3.024,232.01474,795.0,10.50682565,5763.0,1.1
2.28,2.09,795.0,13.02426,5820.0,1.13
2.88,232.01474,786.0,13.02493307,5657.0,1.05
2.88,232.01474,785.0,13.024877,5685.0,1.06
2.73,5.9,795.0,13.025,5614.0,1.05
2.28,232.01474,795.0,13.02490605,5820.0,1.13
2.94,232.01474,786.0,13.02492819,5657.0,1.05
2.94,232.01474,786.0,13.02492819,5657.0,1.05
2.94,232.01474,786.0,13.02492819,5657.0,1.05
2.28,232.01474,795.0,13.02490112,5820.0,1.13
3.02,232.01474,795.0,13.02492819,5745.0,1.07
2.87,2.9,795.0,13.0241,5663.0,1.06
3.26,232.01474,653.0,22.68714105,5657.0,1.05
3.43,6.1,795.0,22.68719,5680.0,1.1
2.28,232.01474,795.0,22.68710421,5820.0,1.13
2.97,6.7,795.0,22.687,5614.0,1.05
3.26,232.01474,653.0,22.68714105,5657.0,1.05
2.28,7.24,795.0,22.6844,5820.0,1.13
3.2,232.01474,653.0,22.687123,5685.0,1.06
3.26,232.01474,653.0,22.68714105,5657.0,1.05
3.3,6.8,795.0,22.687,5614.0,0.95
3.358,232.01474,795.0,10.50682565,5763.0,1.1
2.28,232.01474,795.0,22.687155,5820.0,1.13
3.2,232.01474,653.0,22.687155,5657.0,1.05
2.28,232.01474,795.0,22.68714251,5820.0,1.13
3.12,7.3,795.0,22.6845,5663.0,1.06
3.37,232.01474,795.0,22.68714105,5745.0,1.07
3.89,232.01474,582.0,31.99550624,5657.0,1.05
2.28,232.01474,795.0,31.99552485,5820.0,1.13
4.327,232.01474,795.0,10.50682565,5763.0,1.1
4.12,232.01474,582.0,31.99552485,5657.0,1.05
3.98,7.0,795.0,31.995,5614.0,1.05
2.28,232.01474,795.0,31.9954389,5820.0,1.13
2.28,7.37,795.0,32.00413,5820.0,1.13
3.89,232.01474,582.0,31.99550624,5657.0,1.05
4.18,232.01474,583.0,31.995467,5685.0,1.06
3.94,232.01474,795.0,31.99550624,5745.0,1.07
4.0,6.7,795.0,31.995,5614.0,0.95
3.89,232.01474,582.0,31.99550624,5657.0,1.05
4.52,8.4,795.0,31.9959,5680.0,1.1
4.19,8.0,795.0,31.9996,5663.0,1.06
2.28,232.01474,795.0,46.6856205,5820.0,1.13
2.37,2.5,795.0,46.686,5614.0,1.05
2.74,232.01474,513.0,46.6858024,5657.0,1.05
2.643,232.01474,795.0,10.50682565,5763.0,1.1
2.6,1.7,795.0,46.686,5614.0,0.95
2.79,232.01474,795.0,46.6858024,5745.0,1.07
2.74,232.01474,513.0,46.6858024,5657.0,1.05
2.28,232.01474,795.0,46.68568857,5820.0,1.13
2.61,2.3,795.0,46.68876,5680.0,1.1
2.28,232.01474,795.0,46.68684772,5820.0,1.13
2.74,232.01474,513.0,46.6858024,5657.0,1.05
2.28,1.98,795.0,46.68707,5820.0,1.13
2.52,232.01474,513.0,46.6856205,5657.0,1.05
2.49,2.0,795.0,46.6888,5663.0,1.06
2.43,232.01474,514.0,46.68641,5685.0,1.06
3.46,232.01474,376.0,118.378379,5657.0,1.05
3.46,232.01474,376.0,118.378379,5657.0,1.05
3.567,232.01474,795.0,10.50682565,5763.0,1.1
3.66,300.0,795.0,118.37774,5680.0,1.1
3.49,232.01474,795.0,118.378379,5745.0,1.07
2.28,232.01474,795.0,118.37849682,5820.0,1.13
2.28,232.01474,795.0,118.3786735,5820.0,1.13
3.33,25.0,795.0,118.3807,5663.0,1.06
3.4,232.01474,376.0,118.3786735,5657.0,1.05
3.38,232.01474,377.0,118.37815,5685.0,1.06
2.28,232.01474,795.0,118.37824892,5820.0,1.13
3.46,232.01474,376.0,118.378379,5657.0,1.05
2.28,25.13,795.0,118.3803,5820.0,1.13
2.28,232.01474,795.0,12.69107848,6032.33,1.26
3.01,232.01474,990.0,12.69115,5899.0,1.58
2.96,232.01474,1067.0,12.69105209,5887.0,1.84
2.39,232.01474,795.0,12.69105209,6056.0,1.46
2.96,232.01474,1067.0,12.69105209,5887.0,1.84
1.979,232.01474,795.0,10.50682565,5956.0,1.25
2.57,232.01474,1008.0,12.69104387,5869.0,1.63
2.28,232.01474,795.0,12.69104387,6032.33,1.26
2.96,232.01474,1067.0,12.69105209,5887.0,1.84
1.83,232.01474,795.0,12.691112,5960.0,1.15
2.28,232.01474,795.0,12.69105879,6032.33,1.26
3.59,232.01474,731.0,31.71987,5899.0,1.58
3.54,232.01474,786.0,31.71982498,5887.0,1.84
2.21,232.01474,795.0,31.719775,5960.0,1.15
3.54,232.01474,786.0,31.71982498,5887.0,1.84
2.379,232.01474,795.0,10.50682565,5956.0,1.25
2.28,232.01474,795.0,31.71977798,6032.33,1.26
2.87,232.01474,795.0,31.71982498,6056.0,1.46
2.28,232.01474,795.0,31.71981013,6032.33,1.26
3.09,232.01474,743.0,31.71981013,5869.0,1.63
3.54,232.01474,786.0,31.71982498,5887.0,1.84
2.28,232.01474,795.0,31.71989182,6032.33,1.26
1.302,232.01474,795.0,10.50682565,5882.0,1.02
2.28,232.01474,795.0,6.42199919,5949.92,1.04
1.25,232.01474,1000.0,6.42199919,5985.0,0.98
1.28,232.01474,1036.0,6.42200058,6201.0,0.99
1.28,232.01474,1036.0,6.42200058,6201.0,0.99
1.36,232.01474,1043.0,6.421928,6202.0,1.02
1.75,232.01474,795.0,6.42200058,6247.0,1.34
2.28,232.01474,795.0,6.42201548,5949.92,1.04
1.28,232.01474,1036.0,6.42200058,6201.0,0.99
2.28,232.01474,795.0,81.3153052,5391.5,0.76
2.47,232.01474,795.0,81.3151059,5614.0,0.91
2.28,232.01474,795.0,81.31320034,5391.5,0.76
2.2,232.01474,371.0,81.317,5582.0,0.81
2.035,232.01474,795.0,10.50682565,5312.0,0.78
2.22,232.01474,370.0,81.3151059,5565.0,0.8
2.55,232.01474,393.0,81.3153052,5325.0,0.97
2.22,232.01474,370.0,81.3151059,5565.0,0.8
2.22,232.01474,370.0,81.3151059,5565.0,0.8
2.28,232.01474,795.0,81.31628333,5391.5,0.76
3.193,232.01474,795.0,10.50682565,6115.0,1.17
3.13,232.01474,546.0,51.3285623,6119.0,1.12
3.4,232.01474,546.0,51.3292,6098.0,1.13
2.28,232.01474,795.0,51.32848636,5814.0,1.16
3.06,232.01474,546.0,51.3283527,6119.0,1.12
2.28,232.01474,795.0,51.32869804,5814.0,1.16
3.13,232.01474,546.0,51.3285623,6119.0,1.12
3.13,232.01474,546.0,51.3285623,6119.0,1.12
2.66,232.01474,795.0,51.3285623,5724.0,0.94
2.28,232.01474,795.0,51.3283527,5814.0,1.16
4.169,232.01474,795.0,10.50682565,6085.0,1.68
2.27,232.01474,795.0,19.79191978,6092.0,1.15
2.04,232.01474,732.0,19.79191978,6277.0,1.03
2.04,232.01474,732.0,19.79191978,6277.0,1.03
2.28,232.01474,795.0,19.79191112,6078.0,1.64
2.02,232.01474,738.0,19.79243,6286.0,1.06
2.28,232.01474,795.0,19.79186403,6078.0,1.64
2.28,232.01474,795.0,19.7919389,6078.0,1.64
2.04,232.01474,732.0,19.79191978,6277.0,1.03
2.58,232.01474,736.0,19.7919389,6285.0,1.04
1.646,232.01474,795.0,10.50682565,6386.0,1.47
1.23,232.01474,795.0,5.03728015,6417.0,1.41
2.28,232.01474,795.0,5.03728033,6461.83,1.44
1.07,232.01474,1256.0,5.03728015,6452.0,1.2
1.55,232.01474,1321.0,5.03728033,6387.0,1.38
1.07,232.01474,1256.0,5.03728015,6452.0,1.2
2.28,232.01474,795.0,5.03728852,6461.83,1.44
1.07,232.01474,1256.0,5.03728015,6452.0,1.2
1.14,232.01474,1301.0,5.037282,6470.0,1.27
2.01,232.01474,795.0,4.42157218,4299.0,0.68
2.28,232.01474,795.0,4.42153507,4114.0,0.66
1.92,232.01474,697.0,4.42157218,4189.0,0.66
2.28,232.01474,795.0,4.42157079,4114.0,0.66
1.33,232.01474,660.0,4.421539,4230.0,0.55
1.92,232.01474,697.0,4.42157218,4189.0,0.66
1.92,232.01474,697.0,4.42157218,4189.0,0.66
2.19,232.01474,729.0,4.42156654,4299.0,0.7
1.832,232.01474,795.0,10.50682565,4299.0,0.58
2.28,232.01474,795.0,4.42156654,4114.0,0.66
1.602,232.01474,795.0,10.50682565,5909.0,1.12
2.44,232.01474,2199.0,1.25275388,5907.0,1.71
1.39,232.01474,1775.0,1.25275217,6231.0,0.95
1.39,232.01474,1775.0,1.25275217,6231.0,0.95
1.65,232.01474,795.0,1.25275217,6104.0,1.17
1.39,232.01474,1775.0,1.25275217,6231.0,0.95
2.28,232.01474,795.0,1.25275388,6050.0,1.09
1.48,232.01474,1807.0,1.2527398,6242.0,1.03
2.28,232.01474,795.0,1.25274459,6050.0,1.09
1.65,232.01474,1897.0,0.57103835,5132.0,0.89
1.38,232.01474,1879.0,0.57103852,5203.0,0.86
1.45,232.01474,795.0,10.50682565,5137.0,0.78
1.38,232.01474,1879.0,0.57103852,5203.0,0.86
1.34,232.01474,795.0,0.57103852,5268.0,0.82
1.31,232.01474,1791.0,0.5710391,5099.0,0.76
2.28,232.01474,795.0,0.57103835,5136.03,0.78
1.38,232.01474,1879.0,0.57103852,5203.0,0.86
1.74,232.01474,1063.0,4.51005082,5362.0,1.03
1.39,232.01474,966.0,4.510142,5554.0,0.81
1.39,232.01474,972.0,4.51005748,5559.0,0.81
2.28,232.01474,795.0,4.51004491,5385.0,0.85
1.434,232.01474,795.0,10.50682565,5363.0,0.85
1.39,232.01474,972.0,4.51005748,5559.0,0.81
1.46,232.01474,795.0,4.51005748,5406.0,0.84
1.39,232.01474,972.0,4.51005748,5559.0,0.81
2.28,232.01474,795.0,4.51005082,5385.0,0.85
5.37,232.01474,787.0,37.6468519,5443.0,2.65
2.28,232.01474,795.0,37.6468519,5380.67,1.05
2.28,232.01474,795.0,37.64639324,5380.67,1.05
2.19,232.01474,795.0,37.6467384,5893.0,1.06
1.77,232.01474,508.0,37.6467384,5758.0,0.85
1.901,232.01474,795.0,10.50682565,5438.0,0.94
2.28,232.01474,795.0,37.64667098,5380.67,1.05
1.67,232.01474,515.0,37.64617,5779.0,0.88
1.77,232.01474,508.0,37.6467384,5758.0,0.85
1.77,232.01474,508.0,37.6467384,5758.0,0.85
1.75,232.01474,1311.0,3.34180294,5906.0,1.15
1.58,232.01474,795.0,3.341815,5952.0,1.16
1.519,232.01474,795.0,10.50682565,5905.0,1.12
1.49,232.01474,1319.0,3.34184,5952.0,1.16
2.28,232.01474,795.0,3.34179636,5952.0,1.18
1.82,232.01474,795.0,3.34180294,5933.0,1.2
2.28,232.01474,795.0,3.34179949,5952.0,1.18
2.28,232.01474,795.0,3.3417993,5952.0,1.18
1.75,232.01474,1311.0,3.34180294,5906.0,1.15
1.75,232.01474,1311.0,3.34180294,5906.0,1.15
1.67,232.01474,1356.0,3.34179949,5873.0,1.24
7.52,232.01474,323.0,224.7782093,5906.0,1.15
6.978,232.01474,795.0,10.50682565,5905.0,1.12
2.28,232.01474,795.0,224.77015777,5952.0,1.18
7.84,232.01474,795.0,224.7782093,5933.0,1.2
7.52,232.01474,323.0,224.7782093,5906.0,1.15
7.67,232.01474,333.0,224.7789355,5873.0,1.24
7.52,232.01474,323.0,224.7782093,5906.0,1.15
2.28,232.01474,795.0,224.7789355,5952.0,1.18
7.3,232.01474,795.0,224.784608,5952.0,1.16
7.34,232.01474,324.0,224.79712,5952.0,1.16
2.28,232.01474,795.0,224.77923926,5952.0,1.18
2.28,232.01474,795.0,9.69310837,4753.2,0.71
2.439,232.01474,795.0,10.50682565,4821.0,0.71
2.34,232.01474,608.0,9.69312032,4818.0,0.62
2.34,232.01474,608.0,9.69312032,4818.0,0.62
2.28,232.01474,795.0,9.69304069,4753.2,0.71
2.12,232.01474,609.0,9.69310837,4818.0,0.62
2.66,232.01474,795.0,9.69312032,4781.0,0.7
2.28,232.01474,795.0,9.69303883,4753.2,0.71
2.34,232.01474,608.0,9.69312032,4818.0,0.62
2.4,232.01474,609.0,9.69323,4660.0,0.72
1.77,232.01474,900.0,8.79631,6071.0,0.96
2.28,232.01474,795.0,8.79610307,5793.45,0.89
1.88,232.01474,939.0,8.79617863,6140.0,1.05
2.28,232.01474,795.0,8.79618433,5793.45,0.89
1.413,232.01474,795.0,10.50682565,6158.0,0.83
2.0,232.01474,795.0,8.79617863,6077.0,1.15
1.77,232.01474,938.0,8.79618433,6142.0,1.05
1.88,232.01474,939.0,8.79617863,6140.0,1.05
1.88,232.01474,939.0,8.79617863,6140.0,1.05
2.28,232.01474,795.0,8.79638238,5793.45,0.89
2.821,232.01474,795.0,10.50682565,6662.0,1.49
3.02,232.01474,795.0,14.36267939,6496.0,1.54
2.6,232.01474,911.0,14.36274,6652.0,1.2
2.28,232.01474,795.0,14.36270451,6535.76,1.46
2.28,232.01474,795.0,14.36282508,6535.76,1.46
2.55,232.01474,935.0,14.36267939,6661.0,1.29
2.31,232.01474,918.0,14.36270451,6643.0,1.22
2.55,232.01474,935.0,14.36267939,6661.0,1.29
2.55,232.01474,935.0,14.36267939,6661.0,1.29
2.28,232.01474,795.0,14.36281802,6535.76,1.46
2.32,232.01474,520.0,42.3004954,5749.0,0.98
2.28,232.01474,795.0,42.3006282,5987.06,1.02
2.3,232.01474,518.0,42.3002,5719.0,0.97
2.32,232.01474,520.0,42.3004954,5749.0,0.98
2.28,232.01474,795.0,42.3006608,5987.06,1.02
2.534,232.01474,795.0,10.50682565,5850.0,1.13
2.32,232.01474,520.0,42.3004954,5749.0,0.98
2.81,232.01474,795.0,42.3004954,5931.0,1.17
2.54,232.01474,558.0,42.3006282,5852.0,1.13
1.329,232.01474,795.0,10.50682565,5269.0,0.83
2.28,232.01474,795.0,14.97430603,5415.53,0.81
1.5,232.01474,696.0,14.97435694,5470.0,0.92
1.5,232.01474,696.0,14.97435694,5470.0,0.92
2.81,232.01474,871.0,14.97441,5469.0,1.5
2.28,232.01474,795.0,14.97435448,5415.53,0.81
1.35,232.01474,795.0,14.97435694,5374.0,0.83
1.28,232.01474,631.0,14.97436238,5311.0,0.8
2.28,232.01474,795.0,14.97436238,5415.53,0.81
1.5,232.01474,696.0,14.97435694,5470.0,0.92
2.1,232.01474,795.0,10.50682565,5614.0,2.29
2.28,232.01474,795.0,23.55372085,8838.0,1.81
2.17,232.01474,1381.0,23.5540725,9565.0,2.29
2.17,232.01474,1381.0,23.5540725,9565.0,2.29
2.4,232.01474,1357.0,23.55539,9578.0,2.2
2.28,232.01474,795.0,23.5541012,8838.0,1.81
2.28,232.01474,795.0,23.55401645,8838.0,1.81
2.33,232.01474,1381.0,23.5541012,9565.0,2.29
2.17,232.01474,1381.0,23.5540725,9565.0,2.29
1.801,232.01474,795.0,10.50682565,9578.0,1.76
1.7,232.01474,795.0,23.5540725,8480.0,1.73
2.53,232.01474,482.0,41.6981,5713.0,0.85
2.28,232.01474,795.0,41.6976799,5460.0,0.94
2.54,232.01474,795.0,41.6977827,5641.0,0.93
2.28,232.01474,795.0,41.69783717,5460.0,0.94
2.37,232.01474,489.0,41.6977827,5737.0,0.87
2.37,232.01474,489.0,41.6977827,5737.0,0.87
2.26,232.01474,488.0,41.6977582,5730.0,0.87
2.43,232.01474,795.0,10.50682565,5743.0,0.94
2.37,232.01474,489.0,41.6977827,5737.0,0.87
2.28,232.01474,795.0,41.6977582,5460.0,0.94
1.01,232.01474,964.0,4.79028459,5573.0,0.83
1.14,232.01474,946.0,4.790278,5549.0,0.81
1.01,232.01474,938.0,4.79029482,5412.0,0.84
2.28,232.01474,795.0,4.79028837,5380.52,0.89
2.28,232.01474,795.0,4.79029482,5380.52,0.89
1.01,232.01474,964.0,4.79028459,5573.0,0.83
1.11,232.01474,795.0,4.79028459,5612.0,0.93
1.01,232.01474,964.0,4.79028459,5573.0,0.83
1.038,232.01474,795.0,10.50682565,5429.0,0.86
2.74,232.01474,795.0,38.6715075,5688.0,0.97
2.28,232.01474,795.0,38.67158576,5314.0,1.1
2.28,232.01474,795.0,38.6715843,5314.0,1.1
2.45,232.01474,502.0,38.6715843,5432.0,0.91
4.32,232.01474,636.0,38.66952,5409.0,1.54
2.56,232.01474,502.0,38.6715075,5432.0,0.91
2.28,232.01474,795.0,38.67159396,5314.0,1.1
2.848,232.01474,795.0,10.50682565,5411.0,1.06
2.56,232.01474,502.0,38.6715075,5432.0,0.91
2.56,232.01474,502.0,38.6715075,5432.0,0.91
2.28,232.01474,795.0,8.32625697,5965.0,1.64
1.8,232.01474,938.0,8.32651854,6057.0,1.0
1.92,232.01474,795.0,8.3265153,6083.0,1.17
1.68,232.01474,938.0,8.3265153,6057.0,1.0
2.28,232.01474,795.0,8.32651854,5965.0,1.64
2.28,232.01474,795.0,8.32651274,5965.0,1.64
1.68,232.01474,938.0,8.3265153,6057.0,1.0
1.69,232.01474,933.0,8.32649,6034.0,1.0
1.68,232.01474,938.0,8.3265153,6057.0,1.0
2.72,232.01474,914.0,8.40887695,5763.0,0.96
2.562,232.01474,795.0,10.50682565,5501.0,0.91
2.72,232.01474,914.0,8.40887695,5763.0,0.96
2.28,232.01474,809.0,8.40887814,5551.0,0.81
3.5,232.01474,980.0,8.408916,5822.0,1.15
2.43,232.01474,795.0,8.40887695,5630.0,0.86
2.28,232.01474,795.0,8.40887123,5544.25,0.98
2.36,232.01474,795.0,8.408878,5544.0,0.84
2.28,232.01474,795.0,8.40887487,5544.25,0.98
2.72,232.01474,914.0,8.40887695,5763.0,0.96
2.28,232.01474,795.0,8.40887814,5544.25,0.98
2.603,232.01474,795.0,10.50682565,5501.0,0.91
2.4,232.01474,795.0,28.574263,5544.0,0.84
2.8,232.01474,608.0,28.5742649,5763.0,0.96
2.32,232.01474,538.0,28.5742692,5551.0,0.81
2.8,232.01474,608.0,28.5742649,5763.0,0.96
3.7,232.01474,649.0,28.57414,5822.0,1.15
2.28,232.01474,795.0,28.5742692,5544.25,0.98
2.8,232.01474,608.0,28.5742649,5763.0,0.96
2.28,232.01474,795.0,28.57430911,5544.25,0.98
2.28,232.01474,795.0,28.57424023,5544.25,0.98
2.52,232.01474,795.0,28.5742649,5630.0,0.86
1.51,232.01474,1028.0,2.94902905,4983.0,0.81
1.51,232.01474,1028.0,2.94902905,4983.0,0.81
1.51,232.01474,1028.0,2.94902905,4983.0,0.81
1.48,232.01474,1027.0,2.94902911,4983.0,0.81
1.5,232.01474,963.0,2.949017,4929.0,0.71
1.307,232.01474,795.0,10.50682565,4987.0,0.71
2.28,232.01474,795.0,2.94903816,4971.16,0.68
1.38,232.01474,795.0,2.94902905,4904.0,0.74
2.28,232.01474,795.0,2.94902911,4971.16,0.68
1.91,232.01474,795.0,13.15141081,6231.0,1.59
1.7,232.01474,987.0,13.15141081,6331.0,1.44
1.7,232.01474,987.0,13.15141081,6331.0,1.44
2.28,232.01474,795.0,13.15107959,6134.95,1.53
2.28,232.01474,795.0,13.15140223,6134.95,1.53
2.28,232.01474,795.0,13.15149746,6134.95,1.53
1.7,232.01474,987.0,13.15141081,6331.0,1.44
1.679,232.01474,795.0,10.50682565,6212.0,1.47
1.87,232.01474,1008.0,13.15140223,6154.0,1.64
1.53,232.01474,981.0,13.15127,6314.0,1.43
2.28,232.01474,795.0,42.19204934,5471.0,1.19
2.01,232.01474,479.0,42.1917357,5674.0,0.86
2.04,232.01474,795.0,42.1917357,5544.0,0.89
2.657,232.01474,795.0,10.50682565,5519.0,1.22
2.28,232.01474,795.0,42.1918331,5471.0,1.19
2.01,232.01474,479.0,42.1917357,5674.0,0.86
2.04,232.01474,469.0,42.19301,5639.0,0.82
2.01,232.01474,479.0,42.1917357,5674.0,0.86
2.28,232.01474,795.0,42.19165167,5471.0,1.19
2.35,232.01474,526.0,42.1918331,5520.0,1.08
2.28,232.01474,795.0,4.33946035,5286.88,0.85
1.69,232.01474,1028.0,4.33946454,5602.0,0.89
1.67,232.01474,795.0,4.33946454,5500.0,0.9
1.46,232.01474,988.0,4.33946,5520.0,0.82
1.681,232.01474,795.0,10.50682565,5318.0,0.81
2.11,232.01474,1061.0,4.3394569,5330.0,1.01
1.69,232.01474,1028.0,4.33946454,5602.0,0.89
2.28,232.01474,795.0,4.3394569,5286.88,0.85
1.69,232.01474,1028.0,4.33946454,5602.0,0.89
2.28,232.01474,795.0,2.85234826,3732.0,0.52
3.3,232.01474,708.0,2.852375,4003.0,0.52
1.79,232.01474,631.0,2.85234897,3694.0,0.46
1.971,232.01474,795.0,10.50682565,3754.0,0.52
1.79,232.01474,631.0,2.85234897,3694.0,0.46
1.79,232.01474,631.0,2.85234897,3694.0,0.46
1.28,232.01474,795.0,2.85234897,3658.0,0.34
1.66,232.01474,621.0,2.85234826,3731.0,0.43
2.28,232.01474,795.0,2.85234584,3732.0,0.52
2.28,232.01474,795.0,17.67018914,5926.0,2.0
1.58,232.01474,646.0,17.6700642,5792.0,0.82
1.84,232.01474,795.0,17.6700642,5683.0,0.94
2.89,232.01474,778.0,17.6700291,5795.0,1.25
1.78,232.01474,659.0,17.67089,5810.0,0.87
1.58,232.01474,646.0,17.6700642,5792.0,0.82
1.58,232.01474,646.0,17.6700642,5792.0,0.82
2.28,232.01474,795.0,17.6700291,5926.0,2.0
4.949,232.01474,795.0,10.50682565,5792.0,2.13
2.28,232.01474,795.0,108.59213479,5660.7,0.93
1.58,232.01474,375.0,108.593329,6106.0,0.84
1.68,232.01474,374.0,108.593113,5678.0,0.92
1.684,232.01474,795.0,10.50682565,5644.0,0.92
1.58,232.01474,375.0,108.593329,6106.0,0.84
1.58,232.01474,375.0,108.593329,6106.0,0.84
2.28,232.01474,795.0,108.59309252,5660.7,0.93
1.73,232.01474,795.0,108.593329,5798.0,0.93
2.28,232.01474,795.0,108.593113,5660.7,0.93
1.89,232.01474,398.0,108.593,6142.0,0.99
1.54,232.01474,306.0,199.664537,6106.0,0.84
1.54,232.01474,306.0,199.664537,6106.0,0.84
2.28,232.01474,795.0,199.66729069,5660.7,0.93
1.682,232.01474,795.0,199.6679993,5678.0,0.92
2.28,232.01474,795.0,199.66876,5660.7,0.93
1.45,232.01474,305.0,199.66876,5678.0,0.92
1.54,232.01474,306.0,199.664537,6106.0,0.84
2.28,232.01474,795.0,5.12365752,5322.45,0.87
1.58,232.01474,907.0,5.12330347,5510.0,0.76
1.96,232.01474,795.0,5.12330347,5664.0,0.95
1.65,232.01474,994.0,5.1233204,5364.0,0.98
1.58,232.01474,907.0,5.12330347,5510.0,0.76
2.28,232.01474,795.0,5.1233204,5322.45,0.87
1.33,232.01474,927.0,5.123338,5545.0,0.81
